id,titulo,orcamento,bilheteria_mundial,duracao_minutos,nota_media,numero_votos,metascore,produtoras,locacoes_filmagem
tt0036868,The Best Years of Our Lives,2100000.0,23667133.0,170.0,8.1,76776.0,93.0,"[{'id': 'co0189536', 'name': 'Samuel Goldwyn Productions'}]","['Ontario International Airport - 2900 E. Airport Drive, Ontario, California, USA']"
tt0041959,The Third Man,,1429209.0,104.0,8.1,196655.0,97.0,"[{'id': 'co0103018', 'name': 'London Film Productions'}]","['8 Schreyvogelgasse, Vienna, Austria']"
tt0118715,The Big Lebowski,15000000.0,48261691.0,117.0,8.1,921354.0,71.0,"[{'id': 'co0030612', 'name': 'Polygram Filmed Entertainment'}, {'id': 'co0057311', 'name': 'Working Title Films'}]","['South Pasadena, California, USA']"
tt0317705,The Incredibles,92000000.0,631688498.0,115.0,8.0,911125.0,90.0,"[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']"
tt0381681,Before Sunset,2700000.0,16373310.0,80.0,8.1,318123.0,91.0,"[{'id': 'co0106448', 'name': 'Warner Independent Pictures (WIP)'}, {'id': 'co0040620', 'name': 'Castle Rock Entertainment'}, {'id': 'co0123642', 'name': 'Detour Filmproduction'}]","['Seine River, Paris, France']"
tt1028532,Hachi: A Dog's Tale,16000000.0,46749646.0,93.0,8.1,346271.0,,"[{'id': 'co0222021', 'name': 'Stage 6 Films'}, {'id': 'co0119195', 'name': 'Inferno Distribution'}, {'id': 'co0341749', 'name': 'Hachiko'}]","['Rhode Island, USA']"
tt3170832,Room,13000000.0,35402766.0,118.0,8.1,483005.0,86.0,"[{'id': 'co0214624', 'name': 'Element Pictures'}, {'id': 'co0018776', 'name': 'Bord Scannán na hÉireann / The Irish Film Board'}, {'id': 'co0167631', 'name': 'Film4'}]","['Apache Burgers, 5236 Dundas St. W., Etobicoke, Ontario, Canada']"
tt0050976,The Seventh Seal,150000.0,335862.0,96.0,8.1,216733.0,88.0,"[{'id': 'co0050989', 'name': 'Svensk Filmindustri (SF)'}]","['Hovs Hallar - Naturreservat, Skåne län, Sweden']"
tt0395169,Hotel Rwanda,17500000.0,33882243.0,121.0,8.1,393775.0,79.0,"[{'id': 'co0026841', 'name': 'United Artists'}, {'id': 'co0006881', 'name': 'Lionsgate'}, {'id': 'co0127643', 'name': 'Industrial Development Corporation of South Africa'}]","['Kigali, Rwanda']"
tt0070047,The Exorcist,11000000.0,430872776.0,122.0,8.1,501992.0,83.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0069305', 'name': 'Hoya Productions'}]","['Mosul, Iraq']"
tt0091763,Platoon,6000000.0,138547185.0,120.0,8.0,475069.0,92.0,"[{'id': 'co0056805', 'name': 'Hemdale'}, {'id': 'co0106410', 'name': ""Cinema '84""}, {'id': 'co0043707', 'name': 'Cinema 86'}]",['Philippines']
tt0129167,The Iron Giant,70000000.0,23340070.0,86.0,8.1,263673.0,85.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0072876', 'name': 'Warner Bros. Animation'}, {'id': 'co0012442', 'name': 'Warner Bros. Feature Animation'}]","['Los Angeles, California, USA']"
tt1979320,Rush,38000000.0,93328577.0,123.0,8.1,563909.0,74.0,"[{'id': 'co0234935', 'name': 'Exclusive Media Group'}, {'id': 'co0285648', 'name': 'Cross Creek Pictures'}, {'id': 'co0003687', 'name': 'Imagine Entertainment'}]","['Nürburgring, Rhineland-Palatinate, Germany']"
tt0092005,Stand by Me,8000000.0,54318325.0,89.0,8.1,491764.0,76.0,"[{'id': 'co0043140', 'name': 'Act III Communications'}]","['Lake Britton Bridge, Shasta-Trinity National Forest, Burney, California, USA']"
tt0032138,The Wizard of Oz,2777000.0,25637669.0,102.0,8.1,470727.0,92.0,"[{'id': 'co0007143', 'name': 'Metro-Goldwyn-Mayer (MGM)'}]","['Stage 28, Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA']"
tt0058946,The Battle of Algiers,800000.0,963474.0,121.0,8.1,76541.0,96.0,"[{'id': 'co0136687', 'name': 'Casbah Film'}, {'id': 'co0054014', 'name': 'Igor Film'}]","['Casbah, Algiers, Algeria']"
tt0476735,My Father and My Son,,18612999.0,112.0,8.2,101710.0,,"[{'id': 'co0209851', 'name': 'Avsar Film'}]","['Seferihisar, Turkey']"
tt0019254,The Passion of Joan of Arc,,22731.0,114.0,8.1,68877.0,98.0,"[{'id': 'co0065371', 'name': 'Société générale des films'}]","['Boulogne-Billancourt, Hauts-de-Seine, France']"
tt4016934,The Handmaiden,10000000000.0,37962797.0,145.0,8.1,206661.0,85.0,"[{'id': 'co0043365', 'name': 'CJ Entertainment'}, {'id': 'co0157434', 'name': 'Moho Film'}, {'id': 'co0484128', 'name': 'Yong Film'}]","['Nagoya, Aichi, Japan']"
tt0167261,The Lord of the Rings: The Two Towers,94000000.0,945185917.0,179.0,8.8,1973312.0,87.0,"[{'id': 'co0046718', 'name': 'New Line Cinema'}, {'id': 'co0046203', 'name': 'WingNut Films'}, {'id': 'co0061706', 'name': 'The Saul Zaentz Company'}]","['Hinuera Valley, Matamata, Waikato, New Zealand']"

